product_name,category,unit_price
Great Value Fresh Sparkling Water,Grocery,23.59
Pepsi Natural Cereal,Grocery,4.78
Kirkland Gluten-Free Organic Coffee,Grocery,24.93
General Mills Fresh Almond Milk,Grocery,23.31
Pepsi Fresh Almond Milk,Grocery,21.83
Sony Max Gaming Console,Electronics,2460.83
Pepsi Roasted Cereal,Grocery,8.91
Pepsi Roasted Mixed Nuts,Grocery,15.28
Wilson Indoor/Outdoor Baseball Glove,Sports,448.83
Weber Modern Vacuum Cleaner,Home & Garden,262.8
Coca-Cola Premium Olive Oil,Grocery,8.48
Bose Lite Tablet,Electronics,1416.39
Kirkland Premium Cereal,Grocery,15.92
Spalding ProGrade Yoga Mat,Sports,152.11
Coleman Performance Golf Clubs,Sports,452.38
Rawlings Advanced Tennis Racket,Sports,631.84
Dyson Stainless Steel Sofa,Home & Garden,406.45
HP Lite Tablet,Electronics,1034.36
Spalding Advanced Dumbbells,Sports,882.11
Gap Casual Socks,Apparel,96.89
DeWalt Electric Vacuum Cleaner,Home & Garden,334.26
Kirkland Fresh Whole Wheat Bread,Grocery,13.4
H&M Casual Jeans,Apparel,86.02
Adidas Classic Running Shoes,Apparel,41.88
Nike Slim-Fit Socks,Apparel,137.32
Apple Lite Laptop Pro,Electronics,1356.8
Bose Advanced Laptop Pro,Electronics,370.1
Under Armour Performance Shorts,Apparel,120.67
DeWalt Pro-Series Sofa,Home & Garden,641.54
DeWalt Heavy Duty Blender,Home & Garden,144.57
LG Portable Monitor,Electronics,1183.56
Zara Premium Running Shoes,Apparel,147.34
H&M Vintage Shorts,Apparel,50.01
H&M Athletic Jacket,Apparel,38.45
Rawlings Performance Golf Clubs,Sports,765.37
Nestle Natural Mixed Nuts,Grocery,13.81
Pepsi Sugar-Free Pasta,Grocery,11.77
H&M Classic Sweater,Apparel,117.03
Weber Pro-Series Tool Set,Home & Garden,471.62
Panasonic Lite Laptop Pro,Electronics,2392.32
Sony Advanced Gaming Console,Electronics,2142.21
Levis Performance Sneakers,Apparel,71.48
DeWalt Heavy Duty Vacuum Cleaner,Home & Garden,375.21
Gap Athletic Sweater,Apparel,139.69
Ralph Lauren Athletic T-Shirt,Apparel,111.18
Yeti Electric Grill,Home & Garden,563.25
Levis Slim-Fit Sweater,Apparel,51.92
DeWalt Pro-Series Tool Set,Home & Garden,306.21
Ralph Lauren Slim-Fit Dress,Apparel,49.03
HP Advanced Smart TV 4K,Electronics,2494.66
Kraft Premium Organic Coffee,Grocery,9.06
Kirkland Roasted Olive Oil,Grocery,19.76
Nestle Gluten-Free Mixed Nuts,Grocery,20.38
Samsung Lite Smartphone 5G,Electronics,2122.51
Under Armour Vintage Dress,Apparel,95.9
Levis Slim-Fit Dress,Apparel,66.99
Apple Bluetooth Tablet,Electronics,2030.18
KitchenAid Stainless Steel Lawn Mower,Home & Garden,432.38
DeWalt Smart Power Drill,Home & Garden,641.78
Panasonic Portable Smartphone 5G,Electronics,1037.04
KitchenAid Modern Lawn Mower,Home & Garden,257.37
Zara Cotton Shorts,Apparel,140.09
Panasonic Plus Tablet,Electronics,837.66
Kelloggs Organic Olive Oil,Grocery,7.41
Coca-Cola Gluten-Free Cereal,Grocery,16.47
Titleist ProGrade Tennis Racket,Sports,890.33
Pepsi Family Size Whole Wheat Bread,Grocery,14.06
Asus Max Digital Camera,Electronics,1580.72
Spalding ProGrade Baseball Glove,Sports,85.7
Black+Decker Stainless Steel Blender,Home & Garden,216.29
Nike Vintage Hoodie,Apparel,109.95
KitchenAid Modern Vacuum Cleaner,Home & Garden,430.53
Dyson Smart Coffee Maker,Home & Garden,238.99
Spalding ProGrade Golf Clubs,Sports,504.24
Sony Portable Laptop Pro,Electronics,746.47
Wilson Advanced Camping Tent,Sports,635.11
Ralph Lauren Premium Jacket,Apparel,81.56
Coca-Cola Natural Cereal,Grocery,3.11
Apple Advanced Smartwatch,Electronics,1782.09
Gatorade Official Size Dumbbells,Sports,258.12
Ralph Lauren Slim-Fit Shorts,Apparel,24.26
Adidas Slim-Fit T-Shirt,Apparel,47.86
IKEA Compact Sofa,Home & Garden,678.89
Spalding Durable Dumbbells,Sports,323.65
Apple Bluetooth Gaming Console,Electronics,1982.88
Coca-Cola Gluten-Free Almond Milk,Grocery,4.13
Ashley Electric Power Drill,Home & Garden,328.49
DeWalt Compact Coffee Maker,Home & Garden,571.97
Apple Ultra-Slim Laptop Pro,Electronics,60.69
HP Plus Digital Camera,Electronics,780.23
Ashley Ergonomic Vacuum Cleaner,Home & Garden,525.99
Gap Classic Dress,Apparel,16.75
DeWalt Heavy Duty Grill,Home & Garden,363.2
Kelloggs Family Size Almond Milk,Grocery,7.0
Zara Classic Sneakers,Apparel,61.62
Pepsi Gluten-Free Sparkling Water,Grocery,3.25
Gatorade Advanced Dumbbells,Sports,662.49
DeWalt Stainless Steel Bed Frame,Home & Garden,551.92
Sony Bluetooth Tablet,Electronics,773.49
Wilson Performance Basketball,Sports,656.87
Asus Pro Monitor,Electronics,1859.56
Wilson Lightweight Camping Tent,Sports,404.2
Weber Modern Lawn Mower,Home & Garden,579.17
Sony Max Laptop Pro,Electronics,2231.03
Kelloggs Premium Whole Wheat Bread,Grocery,8.89
LG Advanced Smartwatch,Electronics,951.08
Sony Plus Laptop Pro,Electronics,323.2
Weber Modern Grill,Home & Garden,41.31
Titleist Durable Treadmill,Sports,388.41
Adidas Premium Jacket,Apparel,12.71
HP Lite Smartphone 5G,Electronics,354.7
Black+Decker Electric Power Drill,Home & Garden,341.3
Kraft Roasted Olive Oil,Grocery,14.73
Asus Bluetooth Gaming Console,Electronics,1946.28
Black+Decker Compact Tool Set,Home & Garden,431.4
Sony Portable Monitor,Electronics,91.52
Dell Lite Laptop Pro,Electronics,93.0
Gatorade Lightweight Dumbbells,Sports,776.54
Ralph Lauren Performance Jacket,Apparel,10.19
Nike Performance Socks,Apparel,146.39
Apple Ultra-Slim Gaming Console,Electronics,107.81
IKEA Electric Blender,Home & Garden,721.89
Ashley Heavy Duty Sofa,Home & Garden,633.06
Rawlings Indoor/Outdoor Baseball Glove,Sports,783.67
Weber Stainless Steel Grill,Home & Garden,263.25
General Mills Fresh Sparkling Water,Grocery,3.57
IKEA Stainless Steel Coffee Maker,Home & Garden,205.74
General Mills Organic Olive Oil,Grocery,7.91
Levis Vintage Hoodie,Apparel,141.98
Yeti Ergonomic Coffee Maker,Home & Garden,634.6
Panasonic Bluetooth Gaming Console,Electronics,1383.98
Nestle Fresh Mixed Nuts,Grocery,10.77
Kirkland Natural Sparkling Water,Grocery,16.93
Callaway Advanced Baseball Glove,Sports,355.01
Levis Premium Jeans,Apparel,50.67
General Mills Gluten-Free Pasta,Grocery,13.27
Panasonic Pro Wireless Earbuds,Electronics,69.21
Coleman Official Size Water Bottle,Sports,455.96
H&M Cotton Dress,Apparel,144.11
Great Value Fresh Mixed Nuts,Grocery,14.0
Kirkland Organic Protein Bar,Grocery,18.3
DeWalt Pro-Series Vacuum Cleaner,Home & Garden,241.52
Titleist ProGrade Golf Clubs,Sports,467.77
Apple Pro Smartwatch,Electronics,1389.11
LG Lite Laptop Pro,Electronics,1110.4
IKEA Electric Tool Set,Home & Garden,63.8
Samsung Plus Monitor,Electronics,456.09
Nike Athletic Sneakers,Apparel,17.0
Dyson Ergonomic Power Drill,Home & Garden,785.52
Bowflex Performance Camping Tent,Sports,796.25
Yeti Modern Cooler,Home & Garden,687.41
Dell Ultra-Slim Digital Camera,Electronics,532.47
Coca-Cola Natural Almond Milk,Grocery,8.22
Yeti Electric Bed Frame,Home & Garden,366.49
Pepsi Natural Almond Milk,Grocery,3.74
Dell Pro Smart TV 4K,Electronics,2274.35
Asus Advanced Smart TV 4K,Electronics,2362.07
Zara Slim-Fit Dress,Apparel,144.42
DeWalt Pro-Series Blender,Home & Garden,431.52
Great Value Organic Mixed Nuts,Grocery,13.96
Levis Premium Socks,Apparel,11.27
Spalding Durable Treadmill,Sports,639.85
Kirkland Family Size Sparkling Water,Grocery,7.32
Bowflex ProGrade Dumbbells,Sports,406.87
DeWalt Smart Tool Set,Home & Garden,738.04
HP Advanced Smartphone 5G,Electronics,160.03
Kelloggs Family Size Cereal,Grocery,20.25
Kraft Fresh Sparkling Water,Grocery,15.53
Weber Ergonomic Power Drill,Home & Garden,535.61
Under Armour Casual Jacket,Apparel,43.66
Ashley Heavy Duty Cooler,Home & Garden,108.39
Dell Plus Monitor,Electronics,1289.6
Yeti Electric Sofa,Home & Garden,57.73
Kraft Family Size Sparkling Water,Grocery,24.8
Bowflex Lightweight Water Bottle,Sports,586.39
Under Armour Cotton Jacket,Apparel,116.23
Gap Performance T-Shirt,Apparel,68.72
IKEA Electric Sofa,Home & Garden,630.88
Puma Athletic Sneakers,Apparel,36.06
Coca-Cola Family Size Sparkling Water,Grocery,3.7
HP Advanced Gaming Console,Electronics,2097.77
KitchenAid Electric Coffee Maker,Home & Garden,285.79
Dell Max Smart TV 4K,Electronics,1939.25
Wilson Advanced Tennis Racket,Sports,877.74
Levis Casual Hoodie,Apparel,27.9
Zara Casual Dress,Apparel,117.18
Titleist Lightweight Dumbbells,Sports,68.81
Under Armour Casual Socks,Apparel,146.23
Pepsi Roasted Almond Milk,Grocery,9.29
Panasonic Portable Smartwatch,Electronics,794.66
Dyson Electric Power Drill,Home & Garden,591.6
Nike Classic T-Shirt,Apparel,145.36
HP Advanced Laptop Pro,Electronics,2128.64
Samsung Advanced Digital Camera,Electronics,1085.44
Spalding Official Size Basketball,Sports,716.93
KitchenAid Electric Vacuum Cleaner,Home & Garden,169.84
Bose Portable Tablet,Electronics,2026.4
HP Plus Wireless Earbuds,Electronics,1497.06
Black+Decker Compact Coffee Maker,Home & Garden,90.41
Gatorade Advanced Treadmill,Sports,952.94
Callaway Indoor/Outdoor Treadmill,Sports,56.79
Levis Slim-Fit Hoodie,Apparel,51.52
LG Pro Gaming Console,Electronics,1800.34
Ralph Lauren Vintage Jacket,Apparel,116.26
Ashley Stainless Steel Blender,Home & Garden,425.67
Wilson Advanced Basketball,Sports,516.26
DeWalt Electric Coffee Maker,Home & Garden,667.18
Levis Casual Jacket,Apparel,112.06
KitchenAid Pro-Series Tool Set,Home & Garden,180.34
Weber Smart Blender,Home & Garden,783.46
Coca-Cola Roasted Pasta,Grocery,19.44
Yeti Pro-Series Bed Frame,Home & Garden,323.0
Ralph Lauren Casual Jeans,Apparel,32.82
Titleist Performance Water Bottle,Sports,39.82
Black+Decker Pro-Series Sofa,Home & Garden,571.85
Sony Pro Smartwatch,Electronics,2427.13
Coca-Cola Family Size Cereal,Grocery,7.63
Nike Premium Jeans,Apparel,108.68
Yeti Compact Coffee Maker,Home & Garden,659.19
Samsung Pro Smartwatch,Electronics,1388.75
IKEA Heavy Duty Grill,Home & Garden,774.62
Bowflex Lightweight Camping Tent,Sports,191.57
Rawlings Lightweight Camping Tent,Sports,559.42
Titleist Lightweight Basketball,Sports,405.61
Asus Lite Smart TV 4K,Electronics,2169.97
Ashley Ergonomic Lawn Mower,Home & Garden,268.54
Adidas Slim-Fit Sweater,Apparel,50.61
Puma Performance Shorts,Apparel,132.0
Adidas Athletic Socks,Apparel,104.18
Bowflex Durable Baseball Glove,Sports,799.73
Pepsi Gluten-Free Organic Coffee,Grocery,16.99
Ralph Lauren Performance Sweater,Apparel,126.6
KitchenAid Pro-Series Lawn Mower,Home & Garden,727.69
Ashley Smart Vacuum Cleaner,Home & Garden,549.0
Apple Pro Wireless Earbuds,Electronics,177.0
Callaway Official Size Camping Tent,Sports,344.04
Rawlings Lightweight Treadmill,Sports,413.46
Zara Athletic Sneakers,Apparel,19.57
DeWalt Compact Cooler,Home & Garden,250.03
Nestle Fresh Almond Milk,Grocery,17.16
Adidas Athletic Sneakers,Apparel,24.19
Gap Cotton Hoodie,Apparel,48.9
Yeti Electric Lawn Mower,Home & Garden,362.65
Yeti Smart Cooler,Home & Garden,81.98
Coca-Cola Roasted Protein Bar,Grocery,14.44
Great Value Natural Sparkling Water,Grocery,4.71
Nike Vintage Dress,Apparel,66.5
Wilson Durable Camping Tent,Sports,275.31
IKEA Stainless Steel Power Drill,Home & Garden,89.27
Wilson Performance Yoga Mat,Sports,952.15
Zara Cotton Socks,Apparel,51.62
IKEA Modern Blender,Home & Garden,100.89
Callaway Advanced Camping Tent,Sports,605.06
Apple Bluetooth Smart TV 4K,Electronics,1577.94
Kraft Natural Whole Wheat Bread,Grocery,17.55
Great Value Roasted Mixed Nuts,Grocery,2.35
Nike Casual Hoodie,Apparel,108.93
Ashley Pro-Series Coffee Maker,Home & Garden,499.71
Under Armour Premium T-Shirt,Apparel,53.81
Coca-Cola Sugar-Free Olive Oil,Grocery,24.71
Coca-Cola Premium Sparkling Water,Grocery,23.18
Coleman Performance Dumbbells,Sports,417.03
Wilson Performance Golf Clubs,Sports,30.16
Kirkland Gluten-Free Pasta,Grocery,15.98
DeWalt Heavy Duty Cooler,Home & Garden,767.34
Kirkland Premium Protein Bar,Grocery,18.13
Panasonic Portable Tablet,Electronics,2443.67
Zara Cotton Jeans,Apparel,22.97
H&M Slim-Fit Running Shoes,Apparel,70.82
Ralph Lauren Vintage T-Shirt,Apparel,111.28
Weber Pro-Series Power Drill,Home & Garden,502.23
General Mills Family Size Cereal,Grocery,4.18
Callaway Indoor/Outdoor Baseball Glove,Sports,211.28
Pepsi Roasted Protein Bar,Grocery,23.05
Gap Casual T-Shirt,Apparel,11.92
Levis Classic Jeans,Apparel,44.77
Under Armour Classic Sweater,Apparel,18.75
Panasonic Ultra-Slim Wireless Earbuds,Electronics,1845.2
Asus Advanced Digital Camera,Electronics,2381.15
Yeti Modern Vacuum Cleaner,Home & Garden,649.92
HP Plus Smartphone 5G,Electronics,2066.31
Bowflex Lightweight Basketball,Sports,933.72
Weber Stainless Steel Sofa,Home & Garden,184.22
Nestle Fresh Sparkling Water,Grocery,19.7
Kirkland Organic Sparkling Water,Grocery,3.63
Adidas Slim-Fit Sneakers,Apparel,138.91
Bowflex ProGrade Golf Clubs,Sports,279.82
HP Plus Monitor,Electronics,1682.83
Titleist Advanced Basketball,Sports,259.66
Nestle Fresh Protein Bar,Grocery,12.25
General Mills Roasted Almond Milk,Grocery,3.53
Puma Cotton Hoodie,Apparel,125.46
Gap Performance Running Shoes,Apparel,80.37
Yeti Heavy Duty Coffee Maker,Home & Garden,534.48
Bowflex Official Size Dumbbells,Sports,271.33
Kirkland Roasted Mixed Nuts,Grocery,4.64
HP Ultra-Slim Monitor,Electronics,924.37
Black+Decker Stainless Steel Vacuum Cleaner,Home & Garden,637.76
Great Value Family Size Cereal,Grocery,9.38
Bowflex Lightweight Baseball Glove,Sports,915.08
Bowflex Official Size Tennis Racket,Sports,953.52
Ashley Stainless Steel Vacuum Cleaner,Home & Garden,281.59
Panasonic Bluetooth Monitor,Electronics,1288.8
Bose Ultra-Slim Digital Camera,Electronics,2196.98
Gap Casual Jacket,Apparel,130.23
General Mills Roasted Mixed Nuts,Grocery,22.6
Coca-Cola Family Size Whole Wheat Bread,Grocery,19.95
Zara Vintage Jacket,Apparel,95.48
Nike Casual Shorts,Apparel,107.15
Kelloggs Sugar-Free Whole Wheat Bread,Grocery,4.81
Levis Casual Running Shoes,Apparel,82.09
Titleist Advanced Baseball Glove,Sports,33.84
Great Value Premium Almond Milk,Grocery,14.45
Bowflex Lightweight Golf Clubs,Sports,71.87
Asus Lite Laptop Pro,Electronics,587.91
Black+Decker Electric Sofa,Home & Garden,458.8
Zara Premium Sweater,Apparel,107.5
Rawlings Advanced Treadmill,Sports,706.61
Puma Slim-Fit Running Shoes,Apparel,98.4
Bowflex ProGrade Camping Tent,Sports,128.66
Bowflex Advanced Dumbbells,Sports,155.7
Pepsi Gluten-Free Olive Oil,Grocery,6.94
Kelloggs Natural Pasta,Grocery,23.49
LG Lite Tablet,Electronics,1077.22
Bowflex Indoor/Outdoor Camping Tent,Sports,482.14
Rawlings Advanced Basketball,Sports,492.82
Adidas Vintage Hoodie,Apparel,56.71
Black+Decker Compact Lawn Mower,Home & Garden,639.5
Kirkland Natural Organic Coffee,Grocery,3.81
Coleman Indoor/Outdoor Water Bottle,Sports,397.01
Black+Decker Modern Tool Set,Home & Garden,81.57
Yeti Heavy Duty Tool Set,Home & Garden,447.16
Sony Lite Gaming Console,Electronics,213.08
Zara Athletic Running Shoes,Apparel,62.57
Nestle Natural Olive Oil,Grocery,9.7
Asus Lite Monitor,Electronics,962.71
Black+Decker Pro-Series Power Drill,Home & Garden,575.75
Panasonic Portable Monitor,Electronics,1671.13
Panasonic Plus Smartphone 5G,Electronics,63.02
Under Armour Cotton Sneakers,Apparel,86.78
Under Armour Athletic Sneakers,Apparel,119.47
Great Value Gluten-Free Organic Coffee,Grocery,20.03
Coca-Cola Roasted Organic Coffee,Grocery,14.42
Kraft Organic Pasta,Grocery,6.07
Great Value Sugar-Free Mixed Nuts,Grocery,20.2
Adidas Slim-Fit Socks,Apparel,134.48
Great Value Premium Cereal,Grocery,15.88
KitchenAid Compact Bed Frame,Home & Garden,394.92
Nike Athletic T-Shirt,Apparel,47.93
Under Armour Classic Hoodie,Apparel,38.32
Pepsi Roasted Whole Wheat Bread,Grocery,12.19
Callaway Durable Water Bottle,Sports,696.97
Adidas Athletic Shorts,Apparel,99.09
Dell Plus Smartphone 5G,Electronics,585.85
Spalding ProGrade Dumbbells,Sports,601.37
Under Armour Performance Sneakers,Apparel,47.05
Asus Lite Digital Camera,Electronics,1762.42
HP Plus Smart TV 4K,Electronics,1109.25
Dyson Modern Cooler,Home & Garden,53.98
Ralph Lauren Slim-Fit Jeans,Apparel,14.71
Yeti Heavy Duty Power Drill,Home & Garden,217.42
Kelloggs Fresh Sparkling Water,Grocery,2.93
Gap Casual Shorts,Apparel,55.22
Gatorade Durable Water Bottle,Sports,889.8
IKEA Modern Bed Frame,Home & Garden,280.47
Panasonic Portable Smart TV 4K,Electronics,2119.93
Under Armour Cotton Hoodie,Apparel,44.86
Dell Portable Smart TV 4K,Electronics,1462.92
HP Bluetooth Tablet,Electronics,2497.29
Puma Vintage Socks,Apparel,55.73
Great Value Organic Pasta,Grocery,22.58
Levis Premium Sweater,Apparel,28.21
Adidas Slim-Fit Shorts,Apparel,60.46
Ralph Lauren Classic Shorts,Apparel,127.2
Bowflex Durable Yoga Mat,Sports,593.13
Gap Premium Shorts,Apparel,148.7
Coleman Indoor/Outdoor Basketball,Sports,223.46
Spalding Indoor/Outdoor Golf Clubs,Sports,981.4
Under Armour Cotton Dress,Apparel,110.11
Dell Advanced Wireless Earbuds,Electronics,1703.23
Levis Classic Running Shoes,Apparel,62.24
Ashley Ergonomic Sofa,Home & Garden,158.86
Dyson Heavy Duty Bed Frame,Home & Garden,529.45
Coleman Indoor/Outdoor Golf Clubs,Sports,286.16
Ralph Lauren Athletic Dress,Apparel,35.11
Gatorade Indoor/Outdoor Treadmill,Sports,182.18
Bose Pro Gaming Console,Electronics,96.9
Kirkland Sugar-Free Almond Milk,Grocery,18.78
Spalding Advanced Yoga Mat,Sports,840.58
Levis Vintage Sneakers,Apparel,144.53
IKEA Electric Power Drill,Home & Garden,339.45
General Mills Natural Olive Oil,Grocery,5.68
Callaway Advanced Yoga Mat,Sports,922.49
Bose Ultra-Slim Smart TV 4K,Electronics,1478.82
Kelloggs Premium Sparkling Water,Grocery,16.22
Callaway Durable Yoga Mat,Sports,66.21
Zara Athletic Socks,Apparel,133.61
Zara Classic T-Shirt,Apparel,102.27
Kelloggs Fresh Cereal,Grocery,22.7
Kelloggs Family Size Pasta,Grocery,23.26
Nestle Fresh Pasta,Grocery,2.71
Coca-Cola Fresh Olive Oil,Grocery,23.53
Bose Bluetooth Smartphone 5G,Electronics,2434.79
Panasonic Max Laptop Pro,Electronics,202.87
Black+Decker Heavy Duty Tool Set,Home & Garden,752.23
LG Plus Smartwatch,Electronics,566.44
Under Armour Vintage T-Shirt,Apparel,42.11
Samsung Portable Smartwatch,Electronics,1199.31
Weber Pro-Series Cooler,Home & Garden,775.18
H&M Premium Sneakers,Apparel,55.68
Weber Electric Cooler,Home & Garden,303.6
H&M Athletic Dress,Apparel,57.97
Bose Bluetooth Tablet,Electronics,2168.41
Nestle Natural Cereal,Grocery,15.51
Samsung Ultra-Slim Smart TV 4K,Electronics,1288.5
Great Value Roasted Sparkling Water,Grocery,8.56
Bowflex Lightweight Yoga Mat,Sports,495.52
Adidas Athletic Dress,Apparel,17.98
Sony Max Monitor,Electronics,1075.59
Yeti Electric Vacuum Cleaner,Home & Garden,382.99
IKEA Electric Bed Frame,Home & Garden,472.2
Pepsi Organic Sparkling Water,Grocery,18.0
Apple Max Tablet,Electronics,1953.77
DeWalt Modern Blender,Home & Garden,693.9
Coca-Cola Organic Sparkling Water,Grocery,9.52
Rawlings Durable Basketball,Sports,989.61
KitchenAid Compact Sofa,Home & Garden,714.93
Kelloggs Premium Mixed Nuts,Grocery,13.81
Coca-Cola Organic Mixed Nuts,Grocery,11.75
HP Pro Smart TV 4K,Electronics,854.17
Adidas Casual Jeans,Apparel,73.56
Sony Ultra-Slim Gaming Console,Electronics,531.23
Samsung Ultra-Slim Monitor,Electronics,1469.32
Puma Cotton Jeans,Apparel,78.55
Kirkland Sugar-Free Whole Wheat Bread,Grocery,15.25
LG Max Gaming Console,Electronics,1448.65
Under Armour Classic Shorts,Apparel,35.94
Gatorade ProGrade Treadmill,Sports,928.22
HP Portable Digital Camera,Electronics,950.11
Yeti Heavy Duty Vacuum Cleaner,Home & Garden,680.74
Panasonic Bluetooth Wireless Earbuds,Electronics,590.24
Pepsi Premium Organic Coffee,Grocery,7.23
Rawlings Official Size Baseball Glove,Sports,260.92
Zara Premium Shorts,Apparel,31.29
General Mills Organic Organic Coffee,Grocery,4.24
KitchenAid Smart Blender,Home & Garden,404.32
Zara Casual Hoodie,Apparel,138.9
LG Plus Smartphone 5G,Electronics,1935.15
Dell Bluetooth Tablet,Electronics,884.01
Sony Advanced Smartwatch,Electronics,2280.98
Yeti Heavy Duty Grill,Home & Garden,375.76
Yeti Compact Grill,Home & Garden,212.86
LG Bluetooth Wireless Earbuds,Electronics,171.56
Dell Lite Smartphone 5G,Electronics,1825.27
Gap Cotton T-Shirt,Apparel,95.16
Under Armour Vintage Running Shoes,Apparel,58.31
DeWalt Modern Sofa,Home & Garden,552.44
Gap Premium Jacket,Apparel,49.43
KitchenAid Ergonomic Vacuum Cleaner,Home & Garden,173.01
Yeti Stainless Steel Tool Set,Home & Garden,316.83
Nike Vintage Sweater,Apparel,22.93
Ashley Heavy Duty Grill,Home & Garden,145.86
Sony Plus Smartwatch,Electronics,2421.79
Puma Vintage Dress,Apparel,72.54
HP Advanced Smartwatch,Electronics,1278.72
Dell Lite Monitor,Electronics,1896.98
LG Max Laptop Pro,Electronics,2052.65
Dell Bluetooth Laptop Pro,Electronics,1904.77
Bowflex Advanced Basketball,Sports,668.57
Panasonic Ultra-Slim Digital Camera,Electronics,2277.48
Asus Plus Smartwatch,Electronics,819.0
Bowflex ProGrade Water Bottle,Sports,438.51
IKEA Ergonomic Bed Frame,Home & Garden,122.32
Bose Bluetooth Wireless Earbuds,Electronics,1850.57
Puma Vintage Shorts,Apparel,70.74
Dell Portable Smartwatch,Electronics,1845.85
Titleist Official Size Golf Clubs,Sports,823.67
General Mills Organic Whole Wheat Bread,Grocery,23.55
Gatorade ProGrade Water Bottle,Sports,408.53
Nestle Natural Organic Coffee,Grocery,2.25
Kirkland Family Size Almond Milk,Grocery,21.83
Gap Casual Running Shoes,Apparel,90.76
Spalding Official Size Tennis Racket,Sports,980.86
KitchenAid Pro-Series Coffee Maker,Home & Garden,488.03
Gap Classic Sneakers,Apparel,84.52
Ralph Lauren Premium Dress,Apparel,24.46
Coleman Performance Treadmill,Sports,821.46
Spalding Performance Camping Tent,Sports,439.77
Dyson Ergonomic Bed Frame,Home & Garden,562.85
Puma Vintage Sneakers,Apparel,45.4
Dyson Electric Grill,Home & Garden,306.59
Great Value Natural Protein Bar,Grocery,21.69
Rawlings Durable Dumbbells,Sports,372.12
Levis Cotton Socks,Apparel,122.8
Ashley Electric Tool Set,Home & Garden,282.7
Samsung Plus Laptop Pro,Electronics,1193.4
Black+Decker Heavy Duty Bed Frame,Home & Garden,677.5
Sony Pro Gaming Console,Electronics,592.03
Under Armour Cotton Sweater,Apparel,63.85
Coleman Indoor/Outdoor Baseball Glove,Sports,467.24
H&M Casual Sweater,Apparel,52.46
Yeti Electric Blender,Home & Garden,396.21
Kraft Sugar-Free Pasta,Grocery,25.3
Coleman Performance Basketball,Sports,568.76
Zara Athletic Jeans,Apparel,19.58
H&M Performance T-Shirt,Apparel,141.39
IKEA Smart Bed Frame,Home & Garden,89.14
Yeti Electric Tool Set,Home & Garden,454.01
Panasonic Plus Gaming Console,Electronics,1037.86
Levis Vintage Jacket,Apparel,126.71
KitchenAid Heavy Duty Blender,Home & Garden,317.56
Dell Pro Smartwatch,Electronics,309.39
Spalding Official Size Golf Clubs,Sports,663.29
Samsung Pro Tablet,Electronics,434.19
Ralph Lauren Athletic Running Shoes,Apparel,68.69
Panasonic Max Wireless Earbuds,Electronics,1414.75
Asus Max Wireless Earbuds,Electronics,616.88
Zara Premium Dress,Apparel,80.34
Gap Athletic Jeans,Apparel,112.41
Weber Smart Grill,Home & Garden,712.36
HP Bluetooth Monitor,Electronics,1106.69
Bowflex ProGrade Treadmill,Sports,916.33
Kirkland Sugar-Free Pasta,Grocery,9.39
General Mills Roasted Sparkling Water,Grocery,15.74
Pepsi Family Size Protein Bar,Grocery,9.8
Spalding Lightweight Treadmill,Sports,53.68
Apple Lite Monitor,Electronics,1834.51
Puma Cotton Socks,Apparel,13.61
Apple Lite Smartphone 5G,Electronics,344.95
Coleman Lightweight Dumbbells,Sports,193.47
KitchenAid Ergonomic Power Drill,Home & Garden,509.52
Kirkland Natural Pasta,Grocery,9.36
Levis Casual Shorts,Apparel,68.54
Nike Cotton Dress,Apparel,24.03
Nike Athletic Jacket,Apparel,12.32
Levis Vintage Jeans,Apparel,94.34
Dell Max Laptop Pro,Electronics,2095.62
Asus Lite Tablet,Electronics,381.88
Levis Vintage Running Shoes,Apparel,68.75
Adidas Performance Sneakers,Apparel,90.35
Ashley Ergonomic Blender,Home & Garden,479.1
Sony Plus Monitor,Electronics,800.76
Gap Performance Socks,Apparel,15.64
Kirkland Organic Mixed Nuts,Grocery,23.69
Titleist Official Size Tennis Racket,Sports,384.1
Dyson Electric Sofa,Home & Garden,358.11
Pepsi Family Size Pasta,Grocery,21.97
LG Plus Monitor,Electronics,2052.4
Kirkland Sugar-Free Cereal,Grocery,22.89
H&M Casual Sneakers,Apparel,56.82
Spalding ProGrade Tennis Racket,Sports,536.99
Nestle Organic Mixed Nuts,Grocery,15.72
Great Value Sugar-Free Protein Bar,Grocery,21.32
HP Portable Monitor,Electronics,1715.26
LG Bluetooth Smartwatch,Electronics,1010.18
Coca-Cola Natural Organic Coffee,Grocery,21.77
Rawlings Durable Camping Tent,Sports,95.01
Apple Pro Laptop Pro,Electronics,2471.63
Wilson ProGrade Treadmill,Sports,977.62
Asus Advanced Monitor,Electronics,1994.85
Spalding Performance Tennis Racket,Sports,664.53
Black+Decker Compact Vacuum Cleaner,Home & Garden,252.87
Rawlings Durable Baseball Glove,Sports,625.1
Kraft Sugar-Free Whole Wheat Bread,Grocery,2.95
Kraft Premium Mixed Nuts,Grocery,7.04
Rawlings Official Size Dumbbells,Sports,116.3
Ashley Electric Lawn Mower,Home & Garden,548.86
Gap Casual Dress,Apparel,104.71
Black+Decker Compact Power Drill,Home & Garden,494.43
Kelloggs Fresh Olive Oil,Grocery,7.59
H&M Cotton Jeans,Apparel,94.84
Zara Slim-Fit T-Shirt,Apparel,76.99
